FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Kuwait,152.249,163.688,173.689,182.012,188.845,194.811,200.995,208.913,220.421,237.542,261.994,294.67,335.186,381.688,431.404,482.247,533.633,585.968,639.328,694.069,750.423,808.277,867.326,927.403,988.328,1049.988,1112.107,1174.713,1238.353,1303.795,1371.494,1439.561,1507.059,1576.266,1650.388,1730.441,1821.56,1919.98,2007.415,2059.222,2059.774,1999.651,1889.536,1758.579,1647.698,1586.123,1585.244,1635.999,1722.208,1818.405,1906.231,1980.604,2048.232,2116.353,2196.466,2296.314,2417.445,2554.92,2702.221,2850.102,2991.58,2872.798856,3880.957238,4447.500673,5405.089807,13003.51899,12015.90172,13119.57969,14139.84916,15502.48094,24749.78095,28690.61837,25248.81758,21583.05873,20869.59512,21701.54163,21446.15229,17904.66446,22367.49912,20689.5872,24314.16088,18470.81867,11014.2318,19868.85962,24467.09599,25371.87661,27187.12,31492.08525,30351.19617,25945.37709,30123.38433,37717.81672,34889.59779,38135.75683,47873.98805,59436.7153,80797.94521,101558.9751,114635.4676,147380.2802,105967.8435,115412.2095,154034.9395,174044.699,175831.2173,KW
Cayman Islands,6.413,6.269,6.245,6.319,6.47,6.676,6.918,7.178,7.432,7.667,7.867,8.026,8.142,8.228,8.299,8.371,8.442,8.518,8.632,8.831,9.144,9.583,10.137,10.785,11.494,12.238,13.02,13.84,14.663,15.447,16.164,16.795,17.357,17.911,18.543,19.315,20.254,21.343,22.539,23.776,25.009,26.211,27.402,28.652,30.055,31.672,33.535,35.596,37.742,39.81,41.685,43.317,44.742,46.032,47.299,48.623,50.026,51.472,52.912,54.275,55.509,23.57244621,29.51684838,39.2524018,51.21902005,59.80709038,71.34824021,85.11649613,101.5416743,121.1364618,144.5124915,172.3994215,205.6679109,245.3561592,342.0074703,384.5613954,416.0828216,457.0606744,534.2881681,652.4935146,747.0586885,929.8854103,970.8634107,1029.178258,1105.617992,1200.340217,1296.323304,1406.491084,1531.787364,2009.813346,2179.01116,2277.360663,2336.291791,2436.605664,2526.835767,2661.72257,3041.76286,3207.031931,3516.025062,3547.69963,3337.10642,3267.076543,3342.142222,3410.773879,3473.831059,KY
Kazakhstan,6702.996,6723.082,6850.793,7065.48,7348.624,7683.837,8056.903,8455.736,8870.252,9292.148,9714.26,10129.861,10532.062,10913.552,11267.329,11588.87,11872.939,12120.504,12341.412,12550.121,12757.245,12966.92,13176.584,13382.211,13577.049,13756.789,13920.105,14070.681,14215.111,14362.417,14518.924,14683.789,14853.993,15030.495,15214.051,15403.006,15600.928,15801.753,15982.51,16112.868,16171.9,16154.66,16070.184,15929.712,15750.801,15549.632,15326.132,15085.965,14858.241,14679.568,14575.644,14559.255,14623.188,14747.754,14902.452,15064.088,15227.211,15396.045,15568.294,15743.552,15921.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29694.06479,27321.24228,26457.66467,24584.92808,21952.19034,20562.64763,21035.35783,22165.93206,22135.24541,16870.81713,18291.99062,22152.68913,24636.59662,30833.69083,43151.6448,57123.6755,81003.86333,104849.9153,133441.6476,115308.6872,148047.3482,188048.9176,203517.1967,224414.8229,KZ
Laos,1682.917,1723.034,1763.761,1805.165,1847.318,1890.286,1934.138,1978.939,2024.76,2071.666,2119.731,2169.035,2219.669,2271.735,2325.343,2380.603,2436.999,2494.491,2554.162,2617.482,2685.174,2758.694,2836.932,2915.019,2986.32,3046.549,3093.537,3130.003,3162.568,3200.598,3250.924,3315.725,3393.25,3481.583,3577.281,3677.692,3782.195,3891.34,4004.881,4122.737,4244.52,4369.94,4497.827,4625.861,4751.142,4871.472,4986.592,5096.724,5200.898,5298.146,5388.281,5470.169,5545.245,5619.069,5699.112,5790.646,5895.93,6013.278,6139.127,6267.968,6395.713,114.5929889,126.4189299,136.4446095,156.428602,176.6913796,205.9352066,223.6610867,232.7969777,251.6214246,266.9517536,320.1419435,403.6954236,459.1113341,499.5985453,554.4027238,601.1503653,643.2368893,650.2436908,659.4791723,782.3431508,865.6743432,1028.365131,1133.049144,1278.940598,1483.235878,1708.075312,1800.457025,1678.086003,1234.936201,1397.381049,1665.309931,1684.979411,1758.293208,2014.090053,2376.062445,2716.783867,3541.450756,4213.933722,5285.170106,5585.016535,6743.619373,8060.599783,9397.285819,10759.60783,LA
Lebanon,1334.618,1358.22,1392.725,1434.845,1481.96,1532.111,1584.034,1637.126,1691.366,1747.163,1804.927,1864.605,1925.276,1984.982,2041.212,2092.354,2136.64,2174.85,2210.965,2250.609,2297.403,2353.569,2416.743,2480.426,2535.503,2575.693,2598.362,2606.224,2604.875,2602.573,2605.294,2615.753,2632.281,2651.295,2667.229,2676.593,2677.29,2672.182,2668.593,2676.615,2703.019,2752.473,2821.868,2900.862,2974.647,3033.406,3070.984,3092.718,3114.014,3156.706,3235.38,3357.6,3515.604,3690.11,3853.582,3986.865,4079.823,4139.813,4186.088,4246.924,4341.092,1959.911061,2202.381984,2747.093864,3582.710524,4602.601679,4289.790213,1879.914674,3518.890593,3921.061251,4528.395012,5365.918744,5128.904693,3497.977592,3706.806897,2603.633598,2241.534188,2766.7468,2147.802077,3425.169393,2809.563871,2906.263484,4290.854244,5648.786102,7791.24556,9224.113535,11334.61818,13429.41316,15362.88377,16658.25765,16755.6956,16430.17257,16811.14503,18433.70871,19506.7049,21145.60531,21489.88391,22048.42454,24873.63184,29227.8607,35477.28027,38419.9005,40075.62189,44100.16584,47220.56385,LB
Saint Lucia,82.783,83.875,84.763,85.493,86.108,86.655,87.178,87.722,88.331,89.047,89.901,90.913,92.086,93.397,94.813,96.303,97.877,99.526,101.181,102.747,104.162,105.389,106.458,107.461,108.534,109.77,111.211,112.826,114.551,116.292,117.984,119.593,121.15,122.738,124.468,126.416,128.62,131.032,133.532,135.954,138.18,140.159,141.934,143.592,145.262,147.04,148.962,150.994,153.066,155.073,156.949,158.65,160.217,161.766,163.46,165.407,167.658,170.149,172.734,175.2,177.397,34.05800648,38.96244335,44.64513377,50.21888066,68.19308395,79.06340239,81.2150441,90.81953074,106.3389311,129.0138096,151.3824389,173.3496326,187.4702178,203.23379,224.1415263,249.0718907,301.9992537,330.6584133,376.8027637,426.5558919,464.9529574,500.3123593,555.8138733,556.0994304,579.3909467,617.4652085,657.0955493,669.5772859,734.9946622,773.9007641,782.1777778,738.1185185,741.8444444,805.6777778,877.9,936.5111111,1054.6,1145.685185,1183.948148,1179.974074,1252.359259,1296.196296,1318.340741,1335.764116,LC
Liechtenstein,13.757,13.942,14.135,14.342,14.572,14.829,15.115,15.429,15.767,16.128,16.504,16.894,17.298,17.722,18.17,18.647,19.156,19.691,20.235,20.765,21.266,21.726,22.153,22.562,22.984,23.435,23.926,24.444,24.963,25.447,25.869,26.221,26.514,26.768,27.009,27.259,27.523,27.797,28.089,28.404,28.745,29.114,29.512,29.934,30.373,30.824,31.287,31.758,32.227,32.676,33.093,33.475,33.821,34.141,34.445,34.74,35.028,35.308,35.582,35.851,36.12,90.09936077,104.8897978,124.9402849,165.928854,193.9804619,246.3890701,272.4893541,303.4931054,436.9120931,503.1730872,534.6992568,511.6478371,522.0967605,524.0237083,502.6209207,529.0736125,779.357947,1052.849231,1161.757671,1119.983791,1421.508901,1484.16064,1631.176617,1673.085623,1948.128896,2428.52475,2504.013004,2298.390584,2479.698579,2664.105901,2483.890594,2491.800559,2688.617885,3070.803431,3454.374261,3658.356378,4000.101023,4601.430536,5081.47984,4504.376605,5082.338965,5739.705822,5487.773452,5647.056355,LI
Sri Lanka,8075.81,8201.339,8338.508,8488.896,8653.367,8832.057,9024.349,9228.904,9443.774,9666.597,9895.154,10127.982,10364.897,10607.225,10857.158,11115.864,11383.881,11659.326,11938.056,12214.531,12484.794,12746.717,13001.261,13251.335,13501.444,13754.662,14012.136,14272.197,14531.765,14786.434,15033.175,15270.271,15499.003,15722.93,15947.211,16175.256,16408.039,16643.392,16877.719,17105.9,17323.977,17532.866,17733.304,17921.207,18091.477,18241.711,18367.795,18473.862,18575.763,18695.041,18846.401,19037.119,19260.853,19501.969,19737.578,19951.291,20137.56,20301.912,20452.387,20601.663,20758.779,2459.790824,2517.619396,2812.330497,3060.287251,3808.754875,3940.570761,3749.053031,4241.616111,2906.676136,3549.501112,4273.292173,4540.980817,4845.060057,5238.139361,5988.771655,6005.168412,6363.591955,6630.340455,7111.60324,7119.92213,8204.356736,9239.804538,9949.095328,10692.05054,12117.94207,13362.68111,14430.38145,15616.69648,16224.39224,16114.42979,16716.88916,16046.19207,17102.25469,18881.57943,20661.61578,24406.26419,28279.80245,32350.23866,40713.82632,42066.22397,49565.55744,59186.87377,59421.44773,67203.34024,LK
Liberia,930.026,943.241,957.864,973.896,991.312,1010.064,1030.07,1051.225,1073.402,1096.468,1120.314,1144.896,1170.267,1196.588,1224.094,1252.968,1283.304,1315.119,1348.448,1383.305,1419.728,1457.714,1497.356,1538.882,1582.584,1628.656,1676.016,1724.313,1775.2,1830.963,1892.529,1961.795,2036.325,2107.523,2163.835,2197.442,2206.867,2196.204,2170.426,2137.018,2102.877,2066.06,2028.672,2006.349,2019.148,2079.921,2197.801,2365.29,2558.085,2741.755,2891.968,2998.77,3070.673,3124.222,3184.643,3269.786,3384.791,3522.294,3672.714,3821.44,3957.99,259.031291,273.132553,295.999464,346.116111,423.420385,508.905889,527.355397,589.54944,645.899748,744.074506,765.195436,880.150063,912.708019,906.279909,893.423691,880.984882,865.874652,909.535705,966.971278,996.440402,487.131744,441.003764,283.230866,203.267252,167.53074,170.825596,202,342.6,418.2,504.154,527.84,522,562,433,527,608,702,817,920,1024,1074,1540.1,1734,1946,LR
Lesotho,733.942,744.32,754.849,765.564,776.514,787.76,799.377,811.453,824.086,837.375,851.412,866.253,881.91,898.342,915.473,933.251,951.736,970.972,990.869,1011.308,1032.24,1053.524,1075.281,1098.033,1122.484,1149.09,1177.975,1208.836,1241.159,1274.216,1307.403,1340.694,1374.044,1406.818,1438.248,1467.856,1495.101,1520.244,1544.58,1569.936,1597.534,1627.9,1660.36,1693.459,1725.118,1753.824,1779.197,1801.679,1821.609,1839.611,1856.225,1871.5,1885.487,1898.757,1912.022,1925.844,1940.413,1955.784,1972.199,1989.873,2008.921,67.33075409,64.65772355,76.60144174,115.9476996,132.1553011,137.5490511,135.8025948,177.7914028,245.1638733,266.8363064,351.0713236,356.5333963,327.1857862,355.4898304,303.1215362,247.5812777,290.7879028,369.153079,429.8086861,451.4524683,544.6396604,608.8085289,720.4840796,721.52016,755.1004482,859.2114334,815.8310126,859.7294332,801.4411171,801.5468188,771.2585381,706.3935969,656.7500183,969.1609434,1234.219558,1368.346468,1428.8426,1597.484736,1630.667593,1708.772782,2175.685681,2487.352968,2328.196275,2229.897137,LS
Lithuania,2567.402,2569.877,2578.522,2591.999,2609.264,2629.571,2652.489,2677.885,2705.875,2736.748,2770.737,2807.763,2847.221,2887.887,2928.182,2966.947,3003.571,3038.216,3071.465,3104.292,3137.373,3170.887,3204.466,3237.597,3269.546,3299.819,3328.245,3355.098,3380.879,3406.311,3431.933,3457.365,3482.39,3507.839,3534.804,3563.741,3595.394,3628.637,3659.778,3683.852,3697.393,3698.824,3689.365,3671.803,3650.348,3628.079,3606.012,3583.272,3558.827,3530.932,3498.446,3461.616,3421.43,3378.41,3333.259,3286.782,3238.819,3190.088,3143.31,3101.973,3068.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10368.34494,10105.36495,8138.511806,6980.041472,6432.405429,6731.11447,8426.58801,10128.71751,11254.05545,10971.35986,11500.63053,12219.87413,14237.59584,18698.11304,22646.69584,26141.40678,30208.49941,39731.58641,47895.68472,37439.33179,37095.35747,43484.96726,42819.79951,46403.03832,LT
Luxembourg,296.001,297.59,299.5,301.506,303.455,305.268,306.946,308.565,310.262,312.218,314.588,317.444,320.707,324.129,327.363,330.166,332.423,334.233,335.833,337.566,339.676,342.228,345.113,348.179,351.196,353.991,356.569,358.968,361.084,362.797,364.049,364.784,365.103,365.306,365.8,366.888,368.665,371.082,374.12,377.711,381.79,386.358,391.403,396.811,402.435,408.152,414.004,419.979,425.834,431.268,436.111,440.137,443.524,446.996,451.548,457.847,466.209,476.294,487.31,498.116,507.885,1519.119953,1582.64798,1981.682551,2719.617083,3317.479473,3254.488227,3567.513483,3948.482501,4917.068792,5748.972356,6273.021144,5266.022376,4795.610361,4714.320658,4624.88154,4769.480851,6966.664601,8670.779262,9814.439294,10459.56564,13315.77331,14415.49027,16171.72065,16594.42554,18446.64493,21729.89314,21630.04142,19460.0524,20339.73909,22267.0921,21303.00557,20998.02239,23286.96173,29093.91192,34209.33366,37023.57857,41779.06664,49207.98618,54963.95191,50141.32521,52143.65038,58956.12743,56292.38108,60130.84762,LU
Latvia,1949,1954.829,1965.114,1979.028,1995.859,2015.009,2035.996,2058.457,2082.127,2106.821,2132.368,2158.546,2185.016,2211.297,2236.844,2261.259,2284.214,2305.718,2326.128,2346.012,2365.753,2385.561,2405.212,2424.149,2441.588,2457.027,2470.263,2481.66,2491.98,2502.294,2513.397,2524.843,2536.34,2548.941,2564.006,2582.079,2604.484,2629.831,2652.684,2665.711,2663.985,2645.056,2611.306,2568.603,2525.444,2487.988,2458.305,2434.628,2414.65,2394.521,2371.481,2345.309,2317.261,2287.78,2257.647,2227.559,2197.359,2167.157,2138.258,2112.337,2090.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8859.527457,8201.228969,5464.153354,4762.379194,4895.144579,4956.731696,5681.810233,6252.015277,6732.786367,7288.570517,7775.889705,8220.883348,9225.023702,11146.97136,13734.92455,15937.88474,19854.29399,28651.0125,33452.77853,25853.81741,24099.29788,28480.31768,28379.08094,30952.93654,LV
Libya,1113.382,1128.83,1148.155,1171.187,1197.786,1227.845,1261.289,1298.075,1338.188,1381.638,1428.435,1478.58,1532.042,1588.755,1648.635,1711.637,1777.725,1846.963,1919.537,1995.704,2075.651,2159.518,2247.28,2338.769,2433.719,2531.982,2632.823,2736.28,2843.816,2957.454,3078.255,3207.065,3342.302,3479.637,3613.208,3738.814,3854.631,3961.787,4062.672,4161.093,4259.811,4359.515,4459.214,4558.021,4654.483,4747.619,4837.354,4924.347,5009.24,5092.939,5176.185,5258.677,5340.389,5422.612,5507,5594.45,5686.475,5782.108,5876.805,5964.325,6040.612,3978.874521,4880.522698,5844.722462,8003.296604,14021.76254,13649.1199,17718.57972,20809.49153,20537.23131,28332.39534,38185.79223,33436.64817,32845.04912,31794.29063,28934.85539,29887.03752,24319.92383,22642.65392,25559.95621,27057.7412,31088.34833,34409.28964,36447.72482,32976.89843,30772.5279,28292.44462,31284.18565,33193.98035,29896.77065,33639.77144,38470.50654,34061.32734,21912.65046,26235.922,33292.74866,45451.48085,55076.73321,62668.05657,95326.56498,68838.15386,80942.41962,40587.26361,95801.80196,74596.91108,LY
Morocco,8985.99,9250.885,9535.253,9839.361,10162.435,10502.663,10857.119,11221.836,11592.03,11962.462,12328.534,12687.467,13039.318,13387.425,13737.16,14092.269,14454.566,14822.362,15191.876,15557.664,15916.387,16266.807,16611.97,16958.091,17313.732,17685.326,18074.081,18478.909,18900.97,19340.967,19798.703,20274.839,20767.511,21270.638,21776.104,22277.541,22772.287,23260.094,23739.98,24211.718,24674.974,25128.064,25569.662,26000.345,26421.309,26833.093,27237.15,27632.321,28013.585,28374.203,28710.123,29021.156,29311.443,29586.937,29855.82,30125.445,30395.097,30667.086,30955.151,31276.564,31642.36,4420.518155,4730.657847,5681.215427,6973.229387,8576.428822,10039.23619,10710.33156,12346.5821,14789.65356,17778.91636,21029.78957,17073.01815,17234.66734,15577.5863,14247.33954,14381.33949,18935.90814,20898.05026,24670.70162,25528.92957,28855.24181,31104.01997,31790.49415,29947.96424,33915.00892,36857.13635,40939.59623,37336.58474,40021.69488,39734.0213,37021.87745,37724.7583,40417.64274,49822.63436,56947.90831,59523.80191,65640.21715,75223.25752,88879.24055,90907.27433,90770.67143,99211.39355,95903.41572,103835.6853,MA
Monaco,20,19.378,19.077,19.053,19.264,19.658,20.184,20.785,21.4,21.973,22.454,22.812,23.042,23.169,23.237,23.283,23.304,23.297,23.296,23.348,23.484,23.722,24.052,24.44,24.835,25.201,25.521,25.809,26.086,26.391,26.746,27.165,27.629,28.098,28.514,28.836,29.048,29.169,29.238,29.313,29.438,29.626,29.864,30.138,30.423,30.7,30.971,31.242,31.517,31.795,32.081,32.366,32.653,32.968,33.346,33.808,34.369,35.013,35.686,36.314,36.845,284.0797864,317.7036869,389.6116735,506.1458542,546.4752154,690.4750765,712.2110649,784.797444,969.2326929,1174.61348,1341.865383,1177.927529,1119.262699,1071.658787,1015.945932,1058.936023,1477.344802,1789.69797,1952.064674,1964.664401,2432.308743,2432.777737,2686.735037,2537.016579,2673.317355,3070.366517,3079.022087,2786.018876,2881.556295,2861.394801,2610.014865,2636.28281,2861.725962,3524.795103,4051.4948,4202.975924,4582.712172,5868.093275,6476.75815,5452.402869,5362.472776,6080.728511,5758.959076,6559.038407,MC
Moldova,2341.003,2381.443,2432.096,2491.068,2556.588,2627.007,2700.796,2776.552,2852.995,2928.987,3003.557,3075.927,3145.546,3212.094,3275.457,3335.625,3392.084,3444.85,3495.134,3544.635,3594.516,3645.515,3697.153,3747.925,3795.653,3838.911,3876.947,3910.636,3942.141,3974.506,4009.843,4048.617,4089.86,4132.44,4174.621,4214.911,4252.908,4288.282,4319.64,4345.351,4364.114,4375.448,4379.153,4374.636,4361.36,4339.081,4308.05,4268.774,4221.726,4167.552,4107.184,4040.579,3969.04,3896.494,3827.963,3767.077,3715.541,3672.638,3636.51,3604.078,3573.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3973.28337,3387.777546,2458.484625,2487.55105,1754.991487,1766.955719,1693.471653,1928.585332,1698.496099,1171.717248,1288.344769,1480.864455,1662.12462,1980.577201,2597.932934,2988.33251,3408.283313,4401.137824,6054.78065,5439.434059,5811.622394,7015.199036,7284.664433,7969.621732,MD
Montenegro,394.738,404.845,414.52,423.816,432.772,441.406,449.714,457.676,465.257,472.409,479.099,485.319,491.111,496.566,501.813,506.949,512.02,517.026,521.962,526.808,531.555,536.185,540.724,545.254,549.882,554.67,559.69,564.887,570.038,574.84,579.088,582.632,585.565,588.228,591.105,594.509,598.606,603.201,607.814,611.773,614.601,616.158,616.63,616.282,615.521,614.669,613.774,612.812,611.947,611.367,611.196,611.525,612.325,613.448,614.67,615.82,616.854,617.8,618.649,619.408,620.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147.133266,1754.038416,1481.154281,819.8931036,845.8789738,1214.899546,873.897112,846.3257479,858.900432,836.5904084,981.8483341,1158.924752,1280.269979,1704.367683,2073.324517,2257.118341,2695.882472,3668.6688,4519.899374,4141.132872,4110.821471,4495.774492,4045.847215,4417.495106,ME
Madagascar,4083.554,4167.827,4256.12,4348.239,4444.061,4543.542,4646.714,4753.685,4864.631,4979.779,5099.371,5223.621,5352.674,5486.593,5625.401,5769.219,5918.06,6072.27,6232.704,6400.454,6576.301,6760.352,6952.383,7152.391,7360.271,7575.757,7799.642,8031.589,8268.902,8507.958,8746.516,8983.494,9220.693,9462.343,9714.342,9981.113,10264.368,10563.491,10877.757,11205.548,11545.782,11898.267,12263.899,12643.864,13039.754,13452.526,13882.646,14329.239,14790.245,15262.817,15744.811,16235.767,16736.029,17245.275,17763.367,18290.394,18826.126,19371.023,19926.785,20495.695,21079.532,898.0607424,971.0187344,1109.803195,1367.052261,1548.791824,1844.039747,1762.29644,1905.333693,2156.389178,2797.563317,3264.881112,2903.61311,2848.149675,2836.804191,2939.419161,2857.825242,3258.215387,2565.624571,2442.458757,2497.94582,3079.751207,2673.263011,2996.029972,3370.766169,2976.973726,3159.829825,3994.938306,3545.588378,3738.375932,3721.307849,3877.68014,4529.566261,4397.26127,5474.02542,4363.934417,5038.577053,5515.236338,7342.92362,9413.002737,8556.73227,8745.286045,9922.085993,9968.252914,10611.64968,MG
Marshall Islands,13,13.221,13.436,13.626,13.78,13.899,13.994,14.087,14.206,14.389,14.665,15.052,15.545,16.111,16.702,17.283,17.84,18.388,18.965,19.622,20.397,21.31,22.34,23.44,24.536,25.58,26.549,27.47,28.399,29.416,30.581,31.895,33.334,34.895,36.567,38.334,40.203,42.148,44.063,45.813,47.3,48.481,49.382,50.052,50.577,51.02,51.397,51.697,51.922,52.076,52.161,52.184,52.161,52.115,52.074,52.058,52.084,52.15,52.245,52.341,52.428,8.434405,9.144912,10.004396,11.643146,15.26444,16.742752,18.209605,20.272367,22.277831,25.624089,26.792988,31.11562,35.0257,41.877508,45.283357,44.014759,56.162135,63.177818,70.9063,73.100684,78.802264,82.849583,91.442105,99.87402,108.520461,120.730102,111.319627,105.753416,107.562803,104.37529,107.784752,110.827328,119.914914,124.145286,132.474956,139.343268,145.34532,156.125167,166.016788,164.935962,177.158374,185.677661,187.387162,188.735642,MH
Macedonia,1254.444,1282.888,1308.539,1331.959,1353.662,1374.121,1393.765,1412.977,1432.096,1451.407,1471.139,1491.446,1512.404,1533.999,1556.15,1578.73,1601.987,1625.829,1649.396,1671.533,1691.507,1708.662,1723.445,1737.547,1753.342,1772.405,1795.556,1821.92,1849.32,1874.648,1895.727,1911.496,1922.729,1931.28,1939.913,1950.487,1964.188,1980.064,1995.338,2006.063,2009.71,2004.813,1993.08,1978.999,1968.851,1967.013,1975.207,1991.687,2013.117,2034.487,2052.129,2065.098,2074.441,2080.866,2085.728,2090.044,2093.801,2096.62,2098.769,2100.558,2102.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2913.230892,2915.979645,2739.200348,2963.44771,3559.609494,4707.026556,4641.998493,3912.992508,3765.728774,3863.605896,3772.859053,3709.636012,4018.365768,4946.296569,5682.784433,6258.60283,6861.227018,8336.497392,9909.552356,9401.71415,9407.170389,10494.64938,9745.24042,10767.43876,MK
Mali,4637.634,4672.727,4711.27,4752.916,4797.299,4844.041,4892.739,4942.974,4994.329,5046.413,5098.942,5151.827,5205.248,5259.686,5315.835,5374.327,5435.158,5498.558,5565.67,5637.927,5716.294,5801.472,5893.113,5989.84,6089.644,6191.134,6293.218,6396.391,6502.693,6615.058,6735.247,6865.516,7004.456,7145.879,7281.246,7405.201,7514.77,7613.99,7713.098,7826.368,7964.066,8130.473,8322.743,8535.338,8759.442,8988.853,9222.157,9462.256,9712.365,9977.308,10260.577,10562.768,10882.662,11219.737,11572.936,11941.258,12325.545,12725.629,13138.299,13559.296,13985.961,294.3221709,351.8530856,398.0914776,461.1364474,432.7643322,644.2625136,763.0088673,887.928075,1029.088362,1301.171118,1516.955741,1399.175533,1228.217652,1079.340485,1060.745919,1157.896473,1689.54671,1998.758471,2067.495997,2073.30029,2509.689208,2450.843912,2785.881534,2842.929649,1871.285556,2618.075668,2780.422134,2697.105887,2920.358704,2938.610445,2655.438767,3017.629331,3189.056125,4221.530411,4982.269703,5486.318868,6122.647374,7145.363259,8737.662078,8964.480932,9400.175654,10647.54567,10340.79502,10942.72591,ML
Myanmar,17527.243,17850.068,18182.312,18529.495,18895.417,19282.172,19690.046,20117.611,20562.006,21019.408,21486.424,21961.594,22446.69,22947.286,23471.163,24023.64,24606.874,25218.411,25853.304,26504.295,27166.045,27836.624,28517.301,29209.751,29916.891,30640.635,31379.211,32130.628,32896.129,33677.496,34474.755,35288.662,36114.948,36942.428,37756.446,38546.211,39307.611,40042.444,40753.329,41445.433,42123.003,42782.387,43422.423,44052.71,44686.091,45329.862,45991.828,46664.455,47321.204,47925.63,48453,48894.203,49261.313,49577.152,49875.169,50181.02,50500.07,50828.959,51174.018,51540.49,51931.231,2692.428945,2757.330045,2553.7773,3320.911031,3979.00932,3680.127047,4089.462502,4190.673073,4677.667224,5365.059238,5905.194181,5938.642257,6072.20297,6258.858779,6454.929149,6606.488611,4996.051797,4918.295234,4512.585637,4861.275377,5183.093727,5320.780642,5967.821069,6478.803582,7111.472712,7764.211662,8415.31019,9043.065555,5925.85536,6575.623036,7275.325971,7633.917594,10369.13364,9924.908039,10253.84922,11930.82861,13851.58192,18232.52529,25864.44415,32934.81258,41517.78484,57933.91837,61571.03584,63030.96549,MM
Mongolia,780.199,793.535,807.923,823.057,838.782,855.096,872.156,890.274,909.879,931.479,955.508,982.174,1011.322,1042.377,1074.511,1107.119,1139.955,1173.18,1207.102,1242.208,1278.82,1317.044,1356.666,1397.302,1438.421,1479.648,1520.864,1562.211,1603.907,1646.29,1689.621,1733.477,1777.724,1823.211,1871.083,1921.881,1976.309,2033.347,2089.721,2141.016,2184.159,2217.937,2243.525,2263.224,2280.519,2298.063,2316.598,2335.723,2355.618,2376.197,2397.473,2419.669,2443.231,2468.595,2496.248,2526.502,2559.496,2595.068,2632.834,2672.223,2712.738,174.6028448,192.0676364,207.6142363,238.4084695,270.7902754,315.1354378,345.4123863,395.3968727,454.9784507,513.543997,595.9325049,706.1436916,812.4311962,893.4265738,979.8362429,1068.617098,1192.937837,1266.706566,1377.980354,1491.401432,1507.649216,1413.784998,1308.674034,1299.573923,1357.758002,1473.566297,1416.400976,1266.222295,1167.8895,1087.896108,1136.89969,1267.999608,1396.555917,1595.291932,1992.039973,2523.475139,3414.056832,4235.002111,5623.217164,4583.852357,6200.524785,8761.407568,10321.96859,11516.40958,MN
