FULLNAME,POPULATION1950,POPULATION1951,POPULATION1952,POPULATION1953,POPULATION1954,POPULATION1955,POPULATION1956,POPULATION1957,POPULATION1958,POPULATION1959,POPULATION1960,POPULATION1961,POPULATION1962,POPULATION1963,POPULATION1964,POPULATION1965,POPULATION1966,POPULATION1967,POPULATION1968,POPULATION1969,POPULATION1970,POPULATION1971,POPULATION1972,POPULATION1973,POPULATION1974,POPULATION1975,POPULATION1976,POPULATION1977,POPULATION1978,POPULATION1979,POPULATION1980,POPULATION1981,POPULATION1982,POPULATION1983,POPULATION1984,POPULATION1985,POPULATION1986,POPULATION1987,POPULATION1988,POPULATION1989,POPULATION1990,POPULATION1991,POPULATION1992,POPULATION1993,POPULATION1994,POPULATION1995,POPULATION1996,POPULATION1997,POPULATION1998,POPULATION1999,POPULATION2000,POPULATION2001,POPULATION2002,POPULATION2003,POPULATION2004,POPULATION2005,POPULATION2006,POPULATION2007,POPULATION2008,POPULATION2009,POPULATION2010,GDP1970,GDP1971,GDP1972,GDP1973,GDP1974,GDP1975,GDP1976,GDP1977,GDP1978,GDP1979,GDP1980,GDP1981,GDP1982,GDP1983,GDP1984,GDP1985,GDP1986,GDP1987,GDP1988,GDP1989,GDP1990,GDP1991,GDP1992,GDP1993,GDP1994,GDP1995,GDP1996,GDP1997,GDP1998,GDP1999,GDP2000,GDP2001,GDP2002,GDP2003,GDP2004,GDP2005,GDP2006,GDP2007,GDP2008,GDP2009,GDP2010,GDP2011,GDP2012,GDP2013,NAME
Guyana,406.562,423.49,439.143,454.072,468.711,483.376,498.266,513.462,528.938,544.592,560.296,575.976,591.665,607.528,623.794,640.541,657.975,675.811,693.051,708.356,720.816,729.872,735.896,740.041,743.984,748.877,755.241,762.549,769.637,774.818,776.927,775.662,771.596,765.512,758.58,751.72,745.133,738.779,733.057,728.382,725.043,723.259,723.008,724.014,725.839,728.136,730.865,734.059,737.526,741.046,744.471,747.657,750.629,753.612,756.939,760.834,765.367,770.407,775.739,781.055,786.126,427.0606358,452.3498779,457.8719089,488.2129504,683.7532186,804.2611731,710.5482501,703.3564662,792.7221987,829.1188788,943.1868255,905.5060469,768.6453566,773.4294566,707.5399032,736.6174583,828.2523396,548.7391404,659.7273526,606.5540596,631.8964777,555.7526713,596.2017206,743.9809743,869.6167486,991.3837727,1125.099837,1194.651695,1144.244839,1107.944405,1136.500134,1135.686556,1157.959507,1184.963994,1256.329196,1315.43853,1458.448034,1740.337026,1922.592896,2025.562858,2259.287327,2576.600847,2851.153611,2990.128336,GY
Hong Kong,1973.998,2036.15,2133.603,2249.334,2370.828,2490.069,2603.777,2713.176,2823.302,2941.857,3075.752,3227.426,3391.625,3554.025,3695.136,3801.814,3868.497,3901.653,3915.095,3928.928,3958.197,4005.761,4068.406,4147.596,4243.512,4355.301,4485.813,4633.329,4786.58,4930.298,5053.684,5152.057,5228.813,5291.21,5350.467,5414.79,5487.105,5565.046,5645.362,5722.767,5794.034,5855.87,5911.054,5969.419,6044.449,6144.498,6275.363,6430.651,6591.717,6732.627,6835.301,6892.752,6912.079,6906.631,6896.523,6896.686,6910.671,6934.748,6967.866,7006.93,7049.514,3812.493809,4461.399453,5710.090551,8030.117556,9388.694745,10048.09024,12876.49727,15719.43372,18315.13771,22526.18604,28861.85588,31055.22424,32291.21762,29907.22856,33511.38399,35699.77217,41075.39513,50622.89616,59707.40456,68790.22212,76928.78462,88960.00172,104272.5031,120354.2073,135811.7769,144652.2891,159718.1801,177353.1672,168885.4364,165768.0954,171668.8985,169404.3276,166348.8732,161385.5588,169099.7689,181569.304,193535.4346,211596.9535,219278.7398,214047.7957,228638.6785,248514.0031,262629.5218,274026.9469,HK
Honduras,1487.235,1524.974,1568.424,1615.739,1665.566,1717.045,1769.834,1824.081,1880.356,1939.516,2002.333,2069.085,2139.208,2211.144,2282.764,2352.637,2420.234,2486.288,2552.2,2620.014,2691.309,2766.445,2845.261,2928.191,3015.607,3107.735,3204.88,3306.985,3413.422,3523.279,3635.862,3750.85,3868.314,3988.404,4111.424,4237.518,4366.493,4497.954,4631.575,4766.961,4903.694,5041.781,5180.884,5319.841,5457.189,5591.935,5723.639,5852.719,5980.152,6107.385,6235.561,6365.04,6495.801,6628.171,6762.426,6898.825,7037.428,7178.436,7322.368,7469.844,7621.204,824.3545221,872.0740315,957.9647364,1088.601305,1234.145808,1340.91821,1608.147462,1991.693018,2301.869828,2686.011877,3061.206519,3363.628909,3463.839878,3670.82325,3959.526281,4341.878849,4543.493775,4953.881555,5518.164752,6164.167608,3637.292755,3660.639846,4079.394198,4182.546564,4094.779984,4724.469838,4867.936819,5625.881592,6278.040766,6471.082308,7187.333024,7652.749627,7860.003387,8233.82876,8871.002584,9757.069067,10917.53262,12361.2602,13881.71442,14587.1647,15839.37497,17710.27275,18564.22767,18569.0887,HN
Croatia,3850.295,3880.276,3909.259,3936.223,3960.512,3981.844,4000.322,4016.42,4030.922,4044.826,4059.048,4074.112,4089.872,4105.4,4119.314,4130.76,4139.34,4145.801,4151.811,4159.667,4171.014,4186.557,4205.83,4227.872,4251.167,4274.636,4298.067,4321.923,4346.601,4372.731,4400.788,4429.852,4459.601,4491.725,4528.523,4571.047,4620.542,4674.802,4727.212,4768.88,4793.521,4799.066,4787.634,4762.425,4728.549,4690.192,4647.843,4601.596,4554.877,4511.766,4475.201,4446.789,4426.098,4411.37,4399.706,4388.857,4378.601,4369.337,4360.126,4349.93,4338.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16618.44885,13550.37078,12235.88458,12971.18754,17352.74112,22387.74981,23678.1819,23822.1544,25432.20169,23386.80475,21774.36217,23289.55663,26878.55896,34658.27459,41574.25064,45416.10103,50436.35107,60081.55406,70452.32044,62636.09132,59665.31262,62237.10407,56485.38082,57868.95703,HR
Haiti,3221.277,3275.97,3332.684,3391.562,3452.713,3516.213,3582.104,3650.396,3721.064,3794.054,3869.288,3946.666,4026.076,4107.392,4190.472,4275.135,4361.648,4449.858,4538.688,4626.727,4713.134,4797.534,4880.74,4964.593,5051.633,5143.815,5241.51,5344.538,5453.582,5569.289,5691.941,5821.974,5958.87,6100.718,6244.898,6389.424,6533.556,6677.487,6821.3,6965.413,7110.116,7255.042,7399.862,7544.982,7691.001,7838.241,7986.858,8136.372,8285.69,8433.339,8578.234,8720.247,8859.635,8996.229,9129.933,9260.879,9388.642,9513.714,9638.255,9765.153,9896.4,331.1999997,362.8000001,371.9986292,466.7999997,565.3995312,681.4000001,879.0000002,947.0000002,974.2000002,1080.6,1383.8,1416.2,1474.2,1623.6,1816.2,2009.4,2237.6,1958.8,1971,2265.4,2613.6,2351.608894,1532.494474,1551.491519,2056.914894,2333.926034,2722.348363,2971.405043,3443.106719,3746.596773,3357.891692,3214.586332,2945.612369,2590.184749,3354.207628,3806.696349,4470.425695,5471.661151,5871.568164,5958.263816,6146.528811,6848.336248,7166.002417,7691.336865,HT
Hungary,9337.723,9478.11,9595.219,9691.114,9768.149,9828.971,9876.547,9914.136,9945.194,9973.216,10001.27,10031.496,10064.667,10099.999,10135.688,10170.472,10204.575,10238.93,10273.73,10309.211,10345.553,10381.705,10417.419,10454.502,10495.442,10541.344,10593.989,10650.975,10704.187,10742.694,10759.022,10750.27,10719.749,10673.963,10622.559,10572.975,10526.561,10482.364,10442.721,10409.854,10385.061,10370.223,10364.661,10363.797,10361.134,10351.994,10334.876,10311.227,10282.937,10253.11,10224.113,10196.13,10168.591,10142.243,10117.872,10095.964,10077.017,10060.786,10046.058,10031.096,10014.633,6269.968219,6823.814354,8003.569031,9911.262806,10863.11509,12387.04362,14354.24148,16031.07733,18741.44397,21638.78504,25008.73879,25646.19638,26117.92924,23703.03247,22981.09604,23271.44797,26805.89307,29461.05866,31548.47568,31981.51004,36500.31186,34106.4102,38009.51974,39378.37299,42347.45931,45574.18887,45930.69179,46533.20723,47951.60485,48255.01186,46385.58953,52720.50682,66383.48241,83538.37306,101925.7346,110321.7116,112529.3027,136091.5104,154219.9229,126649.5449,127500.725,137452.1151,124600.3946,129988.6542,HU
Indonesia,72592.192,73641.506,74822.317,76136.358,77582.856,79158.539,80857.474,82671.226,84589.323,86600.035,88692.697,90860.197,93101.152,95420.835,97828.538,100329.81,102924.506,105605.766,108364.33,111187.93,114066.887,116996.006,119974.444,123002.081,126080.548,129210.098,132385.413,135601.258,138857.752,142156.086,145494.452,148872.395,152280.731,155698.247,159097.735,162458.871,165772.077,169039.084,172265.107,175460.614,178633.239,181786.329,184916.848,188019.278,191085.673,194112.556,197097.887,200050.444,202990.922,205946.831,208938.698,211970.371,215038.285,218145.617,221293.797,224480.901,227709.821,230972.808,234243.489,237486.894,240676.485,9805.043116,10295.20399,12083.07249,17878.39363,28349.1543,33472.01699,40948.48428,50331.13303,56535.07659,56473.18037,79636.49204,101089.9351,103780.3767,93795.03954,96259.37911,95959.57064,87963.13505,83424.15883,97550.68844,111469.1944,125720.1979,140819.3757,152846.7491,173602.0404,194352.0501,222081.5116,249811.4059,237043.5061,104866.0117,153819.513,165021.0199,160446.9415,195660.6056,234772.4492,256836.8638,285868.6192,364570.5156,432216.7378,510228.635,539580.0856,709190.8233,845931.6453,876719.3477,868345.6454,ID
Ireland,2913.093,2920.751,2923.772,2921.447,2913.71,2901.138,2884.994,2867.184,2850.126,2836.552,2828.866,2828.48,2835.225,2847.096,2860.971,2874.705,2887.463,2900.342,2915.408,2935.63,2963.004,2997.888,3039.103,3085.185,3133.998,3183.722,3233.867,3284.039,3332.601,3377.656,3417.754,3452.545,3482.03,3505.673,3523.018,3534.064,3538.482,3537.209,3533.146,3530.154,3531.185,3537.591,3549.266,3565.915,3586.646,3610.918,3638.411,3669.799,3706.616,3750.879,3803.741,3865.839,3935.875,4010.652,4085.79,4158.002,4226.104,4290.537,4351.657,4410.422,4467.561,4391.957398,5093.519336,6311.873939,7474.093748,7888.409488,9474.82138,9444.091177,11237.03887,14633.91297,18301.46432,21725.746,20649.88332,21453.06567,20744.71325,20086.54066,21249.0658,28686.54228,33885.47996,37733.32145,39201.19968,49258.3502,49738.6759,55866.28475,52363.37859,57041.80772,69072.65749,75693.4357,82657.77152,89810.45142,98538.58116,99317.22612,108454.5105,127221.1077,163469.9941,193042.906,210357.9068,230522.6283,269284.0157,273732.1259,233542.4752,218434.6767,237771.253,221966.3629,232077.1016,IE
Israel,1257.971,1354.097,1451.493,1546.239,1635.786,1718.955,1796.009,1868.581,1939.449,2012.158,2089.891,2174.271,2264.304,2355.929,2443.297,2522.53,2591.594,2652.697,2711.303,2775.162,2849.623,2936.668,3033.919,3137.029,3239.561,3336.76,3427.662,3513.516,3594.47,3671.264,3744.667,3815.27,3883.547,3950.241,4016.229,4082.781,4148.764,4215.756,4290.86,4383.341,4499.161,4641.6,4806.983,4985.652,5163.901,5331.622,5486.219,5630.066,5764.197,5891.263,6013.711,6129.59,6238.958,6348.782,6468.354,6603.677,6758.761,6930.068,7106.828,7273.804,7420.368,6325.173865,6670.822574,8785.927286,11261.47201,15272.43648,15112.40271,15884.97058,17188.9677,16915.56191,21770.61186,24712.17512,26358.93321,28565.67306,31867.43576,29885.58797,28185.80012,35005.02745,42079.03148,51290.97495,51020.52399,60195.1959,68514.48447,76299.86399,76488.68164,86264.09864,100025.8989,109395.5036,112752.1128,114242.0019,115136.2271,129138.9674,127198.0353,117388.2512,123209.5435,131502.3272,139081.7716,150985.2909,174968.6624,213125.1056,205788.6153,231675.9496,258207.4519,257620.4988,291566.7962,IL
Isle of Man,55.253,55.264,54.906,54.258,53.398,52.409,51.374,50.379,49.507,48.839,48.441,48.353,48.58,49.089,49.818,50.713,51.776,52.995,54.289,55.554,56.712,57.711,58.563,59.326,60.098,60.941,61.9,62.934,63.918,64.68,65.108,65.128,64.817,64.404,64.207,64.446,65.225,66.449,67.902,69.265,70.312,70.963,71.306,71.486,71.726,72.181,72.898,73.814,74.848,75.875,76.806,77.616,78.338,79.001,79.658,80.345,81.068,81.812,82.561,83.293,83.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IM
India,376325.205,382205.556,388408.776,394937.612,401792.911,408973.604,416476.555,424296.719,432427.639,440862.276,449595.489,458626.687,467962.144,477615.992,487607.406,497952.332,508656.247,519722.246,531160.986,542983.934,555199.768,567805.061,580798.773,594192.969,608002.572,622232.355,636883.717,651935.141,667339.022,683032.539,698965.575,715105.168,731443.752,747986.284,764749.394,781736.502,798941.802,816328.792,833833.51,851374.699,868890.7,886348.712,903749.636,921107.534,938452.55,955804.355,973147.577,990460.131,1007746.556,1025014.711,1042261.758,1059500.888,1076705.723,1093786.762,1110626.108,1127143.548,1143289.35,1159095.25,1174662.334,1190138.069,1205624.648,61470.15546,65947.35809,71734.70671,85545.92818,96552.08773,100437.0871,101195.9043,117421.468,135833.0646,150316.7108,184760.5096,197078.024,201227.9504,219555.4861,217466.9356,226460.2831,248120.2367,274577.5243,303753.831,300719.7311,326795.5263,289681.4486,290914.4724,283985.4352,325342.2739,369240.2414,389168.8525,422572.4281,425273.6619,453377.3405,467787.9305,482967.8985,504946.4136,591332.3521,715459.3547,837499.0671,947912.0526,1206110.39,1294113.176,1338248.386,1704794.872,1930497.517,1892553.257,1937797.016,IN
Iraq,5719.191,5901.507,6065.012,6216.13,6360.435,6502.655,6646.641,6795.399,6951.16,7115.509,7289.759,7475.354,7674.22,7888.914,8122.2,8375.791,8651.167,8947.399,9260.685,9585.576,9917.982,10255.904,10599.846,10951.169,11312.304,11684.585,12068.3,12461.337,12859.762,13258.367,13653.358,14045.45,14435.914,14822.565,15202.85,15576.396,15941.197,16301.879,16672.907,17073.5,17517.521,18009.865,18547.047,19123.947,19731.733,20363.138,21017.108,21693.597,22387.179,23091.408,23801.156,24516.842,25238.267,25959.531,26673.536,27377.045,28064.095,28740.63,29429.829,30163.199,30962.38,2357.53867,2649.180924,2660.658519,3336.416605,3929.097633,4909.820306,6248.486706,6758.411235,8551.824223,11473.4064,12559.40332,11263.24878,11833.11507,11280.98738,11701.99635,12074.41641,13320.24594,16307.15865,17393.23157,16466.65913,17078.63999,5978.86689,7061.97704,5043.878724,4034.178134,3476.714301,6097.547766,6665.364786,8501.46858,14834.24422,16898.42061,17681.96703,17436.73792,16536.25662,26193.07846,36267.95421,54548.76095,74911.62738,102850.2631,109651.2004,117137.8716,157553.1351,184165.7431,195516.6852,IQ
Iran,17119.263,17522.002,17944.373,18385.576,18844.922,19321.847,19815.895,20326.73,20854.136,21398.026,21958.46,22535.672,23130.085,23742.324,24373.188,25023.58,25696.631,26393.889,27113.136,27850.926,28606.584,29381.955,30184.173,31024.743,31918.36,32877.678,33901.414,34992.483,36171.889,37465.764,38889.52,40440.041,42100.41,43852.71,45672.219,47531.74,49440.637,51377.914,53250.434,54938.264,56361.868,57472.293,58307.457,58982.43,59663.107,60468.352,61440.887,62542.531,63713.397,64858.754,65911.052,66857.624,67727.274,68543.171,69342.126,70152.384,70976.584,71809.219,72660.887,73542.954,74462.314,10032.26954,12630.83422,15785.31695,25134.79426,43812.08416,48884.2232,63413.08922,74372.74709,73244.08951,85622.78521,91956.22924,100113.8091,123439.3958,151654.9613,160999.9056,74522.97337,73063.26628,88159.97996,92123.68697,90979.87935,91034.57375,95896.57426,99354.1278,109216.9761,109206.9407,110303.8142,114976.1425,107497.9574,105180.2246,109572.4353,104016.3497,110410.8122,135144.766,140225.259,170672.3712,205586.6185,243671.7827,312141.2141,363104.4054,366070.9935,421715.8747,575381.224,556788.7577,492783.4811,IR
Iceland,142.656,144.928,147.681,150.779,154.11,157.584,161.136,164.721,168.318,171.919,175.52,179.106,182.64,186.056,189.276,192.251,194.935,197.356,199.634,201.941,204.392,207.05,209.868,212.731,215.465,217.958,220.162,222.142,224.019,225.972,228.127,230.525,233.121,235.86,238.647,241.411,244.145,246.867,249.563,252.219,254.83,257.387,259.895,262.383,264.893,267.454,270.089,272.798,275.568,278.376,281.214,284.056,286.929,289.925,293.17,296.745,300.693,304.957,309.394,313.804,318.042,532.726075,677.9134246,849.2476757,1163.571729,1532.486025,1423.004544,1688.558224,2233.756571,2540.533043,2886.055047,3420.045207,3532.936404,3243.275412,2797.573889,2897.183322,3018.167904,4035.235437,5583.428022,6176.448108,5737.418012,6542.688512,6988.716068,7161.926012,6289.672864,6462.505425,7205.073146,7526.269561,7620.751772,8489.954198,8951.37035,8947.866557,8147.161732,9184.962816,11324.39737,13736.98682,16798.5075,17101.04018,21446.74108,17599.24577,12823.84954,13261.03552,14665.79348,14182.61491,15330.05787,IS
Italy,46366.767,46786.169,47171.793,47522.797,47841.149,48131.629,48402.035,48662.978,48927.244,49208.746,49519.365,49865.584,50245.539,50647.754,51054.725,51453.438,51839.199,52214.915,52584.012,52952.665,53324.406,53699.694,54073.556,54437.625,54780.814,55094.929,55376.631,55627.183,55848.75,56045.501,56220.606,56375.576,56509.694,56621.592,56709.123,56771.711,56808.503,56823.006,56824.307,56824.373,56831.853,56855.481,56894.444,56936.675,56964.257,56967.071,56937.309,56887.127,56850.303,56872.736,56986.085,57200.233,57501.45,57868.021,58267.068,58671.855,59078.271,59485.505,59873.82,60220.314,60508.978,113067.3248,124310.8238,144830.4429,174981.273,198993.7895,227048.5231,224075.851,256831.2667,314134.8796,392517.4452,475836.1524,429445.648,426010.3228,441730.6192,436604.7853,450870.1943,638473.866,803390.6282,888945.8929,925899.7143,1177816.001,1242516.358,1316318.161,1061791.702,1096044.507,1171250.118,1309464.221,1239543.617,1266823.963,1249020.81,1142213.053,1162774.382,1267100.737,1570270.146,1799204.088,1853465.901,1943430.74,2203972.558,2391963.512,2186107.545,2126620.403,2278230.39,2091760.74,2149484.517,IT
Jamaica,1402.896,1436.716,1468.078,1496.184,1520.69,1541.711,1559.845,1576.144,1592.036,1609.17,1628.997,1652.304,1678.82,1707.039,1734.711,1760.27,1783.106,1803.91,1823.969,1845.174,1868.826,1895.521,1924.665,1954.952,1984.486,2011.974,2036.6,2058.951,2080.802,2104.697,2132.281,2164.508,2200.299,2236.806,2270.037,2297.237,2317.337,2331.538,2342.132,2352.519,2365.211,2380.807,2398.663,2418.542,2439.839,2462.051,2485.23,2509.439,2534.127,2558.579,2582.219,2604.946,2626.716,2647.116,2665.68,2682.149,2696.227,2708.152,2718.862,2729.66,2741.485,1590.629738,1740.954906,2119.033501,2173.163864,2699.607536,3251.356705,3371.258688,3693.706254,3005.817905,2765.195425,3045.495409,3386.017679,3743.384221,4113.65976,2697.750343,2290.716281,2882.757522,3443.663399,4023.777493,4618.420612,4821.861655,4243.249,4175.380048,5355.424803,5404.006606,6544.330274,7367.727478,8413.237918,8742.153215,8831.018039,9005.069387,9194.725544,9719.001964,9430.240115,10173.23644,11239.26024,11927.67224,12795.56161,13707.62543,12123.98448,13234.3159,14449.13929,14825.2416,14269.83616,JM
Jordan,448.861,503.116,542.123,574.887,608.017,645.724,689.705,739.263,791.658,842.721,888.632,927.85,962.783,1000.506,1050.725,1119.798,1210.948,1320.414,1438.986,1553.585,1654.769,1739.903,1811.87,1873.548,1929.939,1985.121,2039.114,2091.716,2146.662,2208.562,2280.67,2365.665,2462.968,2568.582,2676.515,2782.885,2884.065,2982.349,3086.664,3209.466,3358.453,3538.411,3743.129,3955.939,4153.717,4320.158,4450.852,4551.911,4630.762,4699.278,4767.476,4835.108,4902.974,4983.508,5092.185,5239.417,5428.896,5655.856,5911.202,6181.307,6454.554,593.1436382,633.2760649,704.6976811,807.0124222,932.6102132,1220.391358,1574.383772,1937.458864,2561.869273,3102.848691,4013.063919,4279.561614,4552.765175,4759.56806,4857.659352,5119.290469,6182.317801,6525.462852,6049.813982,4128.436774,4020.269846,4193.33716,5319.068084,5605.824245,6236.725075,6732.083769,6928.067701,7245.952045,7912.352643,8149.662461,8460.682787,8975.873099,9582.470518,10195.72638,11411.38223,12588.67419,15056.98166,17110.58391,21972.85472,23820,26425.35211,28840.28169,30937.28062,33593.80282,JO
Japan,82199.47,83794.452,85174.909,86378.004,87438.747,88389.994,89262.489,90084.818,90883.29,91681.713,92500.754,93357.259,94263.646,95227.653,96253.064,97341.852,98494.63,99711.082,100988.866,102323.674,103707.537,105142.875,106616.535,108085.729,109495.053,110804.519,111992.858,113067.848,114054.587,114993.274,115912.104,116821.569,117708.919,118552.097,119318.921,119988.663,120551.455,121021.83,121432.942,121831.143,122249.285,122702.527,123180.357,123658.854,124101.546,124483.305,124794.906,125048.712,125266.855,125481.436,125714.674,125973.93,126249.09,126523.597,126772.899,126978.754,127136.02,127248.855,127319.434,127352.872,127352.833,209070.5509,236154.7597,312738.0303,424891.2007,471643.1724,512861.4372,576405.8653,709404.7125,996741.9161,1037452.649,1086987.929,1201465.681,1116840.923,1218106.621,1294608.504,1384532.058,2051060.821,2485236.197,3015394.338,3017051.682,3103698.1,3536801.818,3852793.358,4414963.349,4850347.74,5333926.692,4706189.001,4324279.447,3914574.867,4432599.088,4731198.833,4159858.292,3980818.928,4302940.515,4655821.596,4571866.957,4356749.776,4356346.715,4849184.925,5035142.155,5495387.183,5905630.87,5937858.075,4898532.46,JP
Kenya,6076.757,6240.177,6412.38,6593.123,6782.3,6979.939,7186.212,7401.422,7626,7860.48,8105.44,8361.442,8628.973,8908.425,9200.158,9504.702,9822.505,10154.489,10502.25,10867.717,11252.466,11657.477,12083.159,12529.8,12997.438,13486.241,13995.996,14527.242,15081.677,15661.48,16267.906,16901.167,17559.844,18241.424,18942.464,19660.018,20392.312,21138.372,21896.89,22666.72,23446.439,24237.056,25036.941,25839.132,26634.659,27418.077,28186.224,28943.647,29702.246,30478.597,31285.05,32126.351,33000.524,33905.011,34834.606,35785.718,36757.498,37752.304,38773.277,39824.734,40909.194,2194.522182,2431.974846,2726.875733,3216.591456,3835.709403,4205.92838,4482.633329,5794.318013,6860.432941,7868.714899,9164.699202,8642.75385,8324.396215,7739.720454,8014.574607,7938.491192,9364.226155,10309.30649,11018.86616,10786.80454,11035.40464,10402.05755,10282.69769,7139.069455,9084.433617,11700.69829,11973.06975,13034.33216,14016.43932,12798.81154,12604.1229,12983.45586,13150.89444,14904.45294,16095.23328,18739.19017,22504.1095,27236.70957,30467.36018,30600.16278,32181.29059,34313.32092,40264.40809,44099.63863,KE
Kyrgyzstan,1740,1763.226,1791.952,1825.123,1862.068,1902.499,1946.54,1994.697,2047.784,2106.792,2172.5,2245.062,2323.642,2406.263,2490.244,2573.494,2655.349,2735.838,2814.423,2890.72,2964.499,3035.474,3103.694,3169.771,3234.611,3299.001,3362.961,3426.646,3491.143,3557.793,3627.499,3700.312,3775.764,3853.514,3933.002,4013.498,4095.873,4179.484,4260.325,4333.114,4394.502,4441.582,4476.402,4506.563,4542.747,4592.135,4658.815,4739.263,4823.87,4898.865,4954.85,4988.162,5003.394,5009.453,5019.31,5042.381,5081.62,5134.297,5197.274,5265.218,5334.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2609.530538,2482.195326,2187.464401,1893.295507,1545.223069,1491.89374,1826.706229,1767.35578,1640.373876,1249.59837,1370.076479,1527.209964,1605.696848,1921.528579,2212.211701,2460.246796,2834.168893,3802.570572,5139.958956,4690.061344,4794.361821,6197.765942,6605.142864,7226.309377,KG
